,time,mod_B,Bx,By,Bz,r_sat
0,,,,,,6372.459860204763
1,,,,,,6372.559238358728
2,,,,,,6372.658015608793
3,,,,,,6372.756227597491
4,,,,,,6372.854229540435
5,,,,,,6372.9521146414845
6,,,,,,6373.050593860089
7,,,,,,6373.147703674655
8,,,,,,6373.24591326175
9,,,,,,6373.342661265262
10,,,,,,6373.43964793663
11,,,,,,6373.536516529117
12,,,,,,6373.633623388805
13,,,,,,6373.730073979257
14,,,,,,6373.826014974507
15,,,,,,6373.920942804474
16,,,,,,6374.0173605191085
17,,,,,,6374.1127652233845
18,,,,,,6374.2084083965765
19,,,,,,6374.303898713144
20,,,,,,6374.398376327459
21,,,,,,6374.493538619174
22,,,,,,6374.587688255468
23,,,,,,6374.682076292975
24,,,,,,6374.776702724785
25,,,,,,6374.8699253046525
26,,,,,,6374.963386341002
27,,,,,,6375.057117690336
28,,,,,,6375.151055472745
29,,,,,,6375.243589604081
30,,,,,,6375.336393665282
31,,,,,,6375.428599288067
32,,,,,,6375.5210432945805
33,,,,,,6375.612920203894
34,,,,,,6375.705035375448
35,,,,,,6375.797388802503
36,,,,,,6375.888338659401
37,,,,,,6375.979918994868
38,,,,,,6376.071345529455
39,,,,,,6376.162204571947
40,,,,,,6376.252858291726
41,,,,,,6376.342995597359
42,,,,,,6376.434125996038
43,,,,,,6376.523490378926
44,,,,,,6376.613898962729
45,,,,,,6376.703296842894
46,,,,,,6376.793375801895
47,,,,,,6376.882051481807
48,,,,,,6376.971358019589
49,,,,,,6377.0605101110705
50,0.014583333333333332,4.093433029866252,-0.191,4.0841,0.1996,6377.148651863494
51,0.014861111111111111,4.092129093760361,-0.1926,4.0824,0.20600000000000002,6377.237473937139
52,0.01513888888888889,4.089742061548625,-0.195,4.0792,0.2193,6377.324892864415
53,0.015416666666666665,4.086726269277159,-0.19899999999999998,4.075200000000001,0.2334,6377.412942820418
54,0.015694444444444445,4.084705584249616,-0.20290000000000002,4.0721,0.2483,6377.500838036054
55,0.015972222222222224,4.082190208699247,-0.2076,4.0685,0.2617,6377.58852993552
56,0.01625,4.080123441760065,-0.2109,4.0655,0.2732,6377.676094796439
57,0.016527777777777777,4.079316906051797,-0.212,4.0639,0.2839,6377.762649736107
58,0.016805555555555556,4.0789373383272265,-0.2132,4.0626,0.2959,6377.850249649186
59,0.017083333333333332,4.080112603838281,-0.21369999999999997,4.0629,0.3074,6377.936446894804
60,0.017361111111111112,4.0820432947238565,-0.21230000000000002,4.0644,0.3141,6378.022909507046
61,0.017638888888888888,4.084817240709797,-0.21080000000000002,4.067,0.3175,6378.109583258638
62,0.017916666666666668,4.086911540515649,-0.2109,4.0687999999999995,0.3213,6378.196128749347
63,0.018194444444444444,4.088184615449748,-0.21359999999999998,4.069500000000001,0.3268,6378.281271398382
